title,id,stage,creation,activity,components,assignee,status,message_count
Specification of bitshift on integers should clearly state floor division used,39301,4,2020-01-11.06:59:44,2020-05-26.08:38:39,['4'],12260,1,9.0
add BLAKE3 to hashlib,39298,3,2020-01-11.04:27:40,2020-03-04.22:31:46,['9'],3108,1,13.0
Windows register keys,39296,None,2020-01-10.22:28:07,2020-01-14.19:58:28,['15'],None,1,6.0
zipfile.ZipInfo objects contain invalid 'extra' fields.,39294,None,2020-01-10.21:57:59,2020-02-02.02:50:32,['23'],None,1,2.0
Windows 10 64-bit needs reboot after install,39293,None,2020-01-10.21:11:34,2020-01-20.17:29:47,"['7', '15']",None,1,2.0
lib2to3.fixes.fix_import: support imports_as_name in traverse_imports,39290,4,2020-01-10.17:16:47,2020-01-12.17:32:07,['20'],None,1,1.0
Configure includes LIBS but does not pass it to distutils,39286,None,2020-01-10.11:54:59,2020-01-10.11:54:59,"['1', '3']",None,1,1.0
Add ability to inherit unittest arguement parser,39283,None,2020-01-10.04:32:18,2020-01-21.10:12:39,['9'],None,1,5.0
python-config --embed documentation,39282,None,2020-01-10.01:44:21,2020-01-27.21:07:09,['4'],12260,1,2.0
The CO_NESTED flag is associated with a significant performance cost,39281,None,2020-01-10.01:26:34,2020-01-10.01:26:34,[],None,1,1.0
add docstrings to functions in pdb module,39278,4,2020-01-09.17:37:23,2020-02-10.22:10:33,['4'],12260,1,2.0
_PyTime_FromDouble() fails to detect an integer overflow when converting a C double to a C int64_t,39277,4,2020-01-09.14:43:45,2020-06-25.09:57:05,[],None,1,7.0
type() cause segmentation fault  in callback function called from C extension,39276,None,2020-01-09.13:52:13,2020-01-12.20:04:49,['34'],None,1,2.0
ncurses does not include BUTTON5_* constants,39273,4,2020-01-09.06:59:01,2020-10-08.15:14:45,['9'],None,1,2.0
Fix dict's __missing__ documentation,39267,4,2020-01-09.00:06:07,2020-01-09.00:12:16,['4'],12260,1,1.0
Fix UserDict.get to account for __missing__,39264,4,2020-01-08.23:51:15,2020-01-09.00:12:54,['9'],None,1,2.0
Windows Installer can't select TargetDir in UI?,39263,None,2020-01-08.19:36:07,2020-01-08.20:16:23,"['7', '15']",None,1,4.0
distutils.spawn: find_executable() Fails To Find Many Executables on Windows,39260,None,2020-01-08.15:53:12,2020-01-09.02:34:08,['3'],None,1,7.0
contextvars.Context.run hangs forever in ProccessPoolExecutor,39257,None,2020-01-08.10:34:34,2020-01-10.19:23:50,[],None,1,2.0
python shebang in python3 tarball files,39254,None,2020-01-08.06:25:14,2020-01-08.06:37:00,['1'],None,1,2.0
Running the test suite with --junit-xml and -R incorrectly reports refleaks,39253,None,2020-01-07.23:54:53,2020-01-08.17:31:56,['12'],None,1,9.0
email.contentmanager.raw_data_manager bytes handler breaks on 7bit cte,39252,None,2020-01-07.22:27:03,2020-01-07.22:27:03,['9'],None,1,1.0
dataclass defaults and property don't work together,39247,None,2020-01-07.17:35:37,2020-06-18.16:08:07,['9'],2799,1,7.0
CDLL __init__ no longer supports name being passed as None when the handle is not None,39243,2,2020-01-07.10:53:45,2020-06-07.06:19:59,"['15', '22']",None,1,7.0
"Popen of python3.6 hangs on os.read(errpipe_read, 50000)",39241,None,2020-01-07.01:35:07,2020-01-10.17:21:08,['9'],None,1,4.0
[venv] Adding a .gitignore file to virtual environments,39236,None,2020-01-06.19:45:05,2020-01-07.16:32:50,['9'],None,1,2.0
asyncio crashes when tearing down the proactor event loop,39232,None,2020-01-06.18:29:20,2020-09-13.02:52:45,['30'],None,1,4.0
Mistaken notion in tutorial,39231,None,2020-01-06.18:11:51,2020-01-11.00:52:47,['4'],12260,1,3.0
library/functions.rst causes translated builds to fail,39229,4,2020-01-06.05:38:30,2020-06-14.16:03:51,['4'],12260,1,4.0
traceback.FrameSummary does not handle exceptions from `repr()`,39228,4,2020-01-06.04:14:25,2020-01-11.00:32:09,['9'],None,1,2.0
HTTPConnection.timeout None support,39224,4,2020-01-05.18:55:17,2020-01-05.18:57:53,['4'],12260,1,1.0
unittest.mock.Mock.parent is broken or undocumented,39222,None,2020-01-05.14:58:31,2020-01-15.12:00:36,"['4', '9']",12260,1,7.0
Cross compiled python installed wrong version of lib2to3/Grammar pickle,39221,None,2020-01-05.13:41:23,2020-01-06.18:20:23,['9'],None,1,3.0
Assertion failure when calling statistics.variance() on a float32 Numpy array,39218,None,2020-01-05.05:34:52,2020-01-05.20:37:33,['9'],None,1,5.0
GC of a ctypes object causes application crash,39217,None,2020-01-05.01:59:59,2020-01-10.23:10:47,['22'],None,1,2.0
Add curses.window.in_wch,39214,4,2020-01-04.22:33:35,2020-01-04.23:56:26,['5'],None,1,1.0
cmd should have a hook in the finally block of cmdloop,39213,None,2020-01-04.19:17:36,2020-01-04.19:17:36,['9'],None,1,1.0
Show qualified function name when giving arguments error,39212,None,2020-01-04.18:52:25,2020-01-06.14:56:41,['8'],None,1,5.0
Sorting falls back to use __gt__ when __lt__ is not present,39210,None,2020-01-04.15:29:55,2020-01-05.04:37:37,['4'],12260,1,7.0
Modulefinder does not consider source file encoding,39206,4,2020-01-03.21:33:55,2020-01-14.20:32:51,['9'],None,1,3.0
multiprocessing: Hang when interpreter exits after ProcessPoolExecutor.shutdown(wait=False),39205,4,2020-01-03.21:26:24,2020-01-28.01:40:13,[],486,1,2.0
Automate adding Type Annotations to Documentation,39204,None,2020-01-03.19:12:25,2020-01-10.18:56:07,['9'],None,1,6.0
Python shelve __del__ ignored exception,39202,None,2020-01-03.16:19:53,2020-01-03.16:19:53,['9'],None,1,1.0
Improve the AST documentation,39199,4,2020-01-03.13:05:21,2020-03-09.22:46:36,['4'],12260,1,7.0
asyncio.open_connection returns a closed client when server fails to authenticate client certificate,39194,None,2020-01-02.15:09:12,2020-01-02.15:09:12,"['30', '33']",3108,1,1.0
_result_handler dies on raised exceptions [multiprocessing],39190,4,2020-01-02.12:26:53,2020-01-06.11:00:07,['9'],None,1,1.0
Use io.DEFAULT_BUFFER_SIZE for filecmp BUFSIZE variable,39189,None,2020-01-02.10:55:28,2020-07-06.07:56:12,['9'],None,1,4.0
recent change when passing a Union to a function,39188,None,2020-01-02.10:44:44,2020-01-02.10:44:44,['22'],None,1,1.0
urllib.robotparser does not respect the longest match for the rule,39187,4,2020-01-02.04:14:05,2020-01-02.05:46:34,['9'],None,1,2.0
Many command execution functions are not raising auditing events,39184,4,2020-01-01.23:10:03,2020-07-04.22:27:25,[],None,1,12.0
sys.addaudithook(hook) loops indefinitely on mismatch for hook,39182,None,2020-01-01.17:23:00,2020-01-04.19:40:23,[],None,1,5.0
Add `os.makedirs()` as `Path.mkdir()` equivalent in correspondence table,39181,None,2020-01-01.16:53:16,2020-01-01.16:53:16,['4'],12260,1,1.0
"In tkinter, simple dialogs, askstrings, etc. with flexible coordinates and no viewable parent.",39177,None,2020-01-01.07:21:44,2020-01-12.20:32:22,[],None,1,1.0
Missing default root in tkinter simpledialog.py,39171,4,2019-12-31.08:15:47,2020-06-14.14:55:24,['13'],None,1,4.0
Sqlite3 row_factory for attribute access: NamedRow,39170,4,2019-12-31.06:57:54,2020-05-24.21:58:28,['9'],None,1,1.0
TypeError: 'int' object is not callable if the signal handler is SIG_IGN,39169,2,2019-12-31.00:06:25,2020-01-04.06:31:21,[],None,1,1.0
Ideas for making ast.literal_eval() usable,39159,4,2019-12-29.22:22:49,2020-05-04.19:10:08,['9'],None,1,4.0
ast.literal_eval() doesn't support empty sets,39158,3,2019-12-29.21:42:10,2020-01-06.19:38:11,['4'],12260,1,11.0
test_pidfd_send_signal can fail on some systems with PermissionError: [Errno 1] Operation not permitted,39157,4,2019-12-29.20:51:55,2019-12-29.21:36:03,[],None,1,2.0
"""utf8-sig"" missing from codecs (inconsistency)",39155,None,2019-12-29.18:14:13,2019-12-29.18:14:13,['14'],None,1,1.0
"""utf8"" not always a synonym for ""utf-8"" in lib2to3",39154,2,2019-12-29.17:42:10,2020-01-09.10:26:19,['20'],None,1,2.0
DatagramProtocol + IPv6 does not work with ProactorEventLoop,39148,4,2019-12-28.10:55:11,2020-05-18.10:52:49,"['15', '30']",None,1,20.0
using zipfile with root privilege shows FileNotFoundError,39147,None,2019-12-28.09:56:02,2019-12-28.09:56:02,[],None,1,1.0
Implementing sub-generation steps in the gc,39143,None,2019-12-27.21:35:04,2019-12-29.03:52:57,['8'],None,1,16.0
import a pycapsule object that's attached on many modules,39138,None,2019-12-26.11:14:01,2020-01-07.09:13:21,['34'],None,1,3.0
create_unicode_buffer() gives different results on Windows vs Linux,39137,None,2019-12-26.10:54:39,2019-12-26.10:54:39,['22'],None,1,1.0
can't construct dataclass as ABC (or runtime check as data protocol),39134,None,2019-12-26.00:05:40,2020-01-19.16:30:34,[],None,1,14.0
signing needs two serialisation passes,39131,4,2019-12-24.15:24:15,2019-12-24.17:53:24,['29'],None,1,2.0
Incorrect import of TimeoutError while creating happy eyeballs connection,39129,2,2019-12-24.07:04:12,2020-01-08.19:00:16,['30'],None,1,5.0
Non-bmp (astral) unicode characters confuse the editor,39126,None,2019-12-23.21:11:54,2019-12-23.22:22:38,['6'],155,1,2.0
Type signature of @property not shown in help(),39125,None,2019-12-23.15:40:00,2020-01-02.12:13:42,['4'],12260,1,3.0
PyThread_xxx() not available when using limited API,39123,None,2019-12-23.14:23:44,2020-01-15.21:38:34,['34'],None,1,1.0
Environment variable PYTHONUSERBASE is not set during customized Python Installation,39122,None,2019-12-23.11:10:22,2019-12-23.11:10:22,['15'],None,1,1.0
gzip header write OS field,39121,4,2019-12-23.00:39:47,2019-12-23.14:51:19,['9'],None,1,3.0
Performance regression for making bound methods,39117,None,2019-12-21.20:13:01,2020-04-28.21:51:46,['8'],None,1,7.0
StreamReader.readexactly() raises GeneratorExit on ProactorEventLoop,39116,None,2019-12-21.16:04:36,2020-10-21.11:03:28,['30'],None,1,4.0
Python 3.9.0a2 changed how finally/return is traced,39114,4,2019-12-21.13:40:45,2020-01-02.11:38:55,[],None,1,8.0
Misleading documentation for NotImplemented,39111,None,2019-12-20.16:42:56,2019-12-28.07:11:38,['4'],12260,1,5.0
"random needs doc for ""gauss"" versus ""normalvariate""",39108,None,2019-12-20.11:45:13,2020-02-03.21:30:07,['4'],114,1,3.0
Increase Enum performance,39102,4,2019-12-20.02:48:28,2020-08-30.15:33:53,['9'],12590,1,2.0
IsolatedAsyncioTestCase freezes when exception is raised,39101,4,2019-12-19.19:44:59,2020-10-11.21:41:00,['30'],None,1,1.0
email.policy.SMTP throws AttributeError on invalid header,39100,None,2019-12-19.19:32:14,2019-12-19.19:32:14,['29'],None,1,1.0
"OSError: handle closed, ProcessPoolExecutor shutdown(wait=False)",39098,None,2019-12-19.13:19:43,2020-02-17.09:28:47,['9'],None,1,2.0
"""Format Specification Mini-Language"" doc mistake for Decimal",39096,None,2019-12-19.10:11:20,2019-12-20.21:42:34,['4'],12260,1,2.0
tkinter objects garbage collected from non-tkinter thread cause crash,39093,None,2019-12-19.02:56:56,2020-06-18.10:04:23,['13'],None,1,6.0
Csv sniffer doesn't attempt to determine and set escape character.,39092,None,2019-12-18.20:50:42,2019-12-18.20:50:42,['9'],None,1,1.0
_PyErr_CreateException() must check that the result is an exception (CPython Segfault in 5 lines of code),39091,4,2019-12-18.18:45:15,2020-03-26.00:36:49,['8'],None,1,4.0
Document various options for getting the absolute path from pathlib.Path objects,39090,3,2019-12-18.18:20:50,2020-02-25.07:44:09,['4'],12260,1,10.0
Update IDLE's credits,39089,3,2019-12-18.17:44:49,2020-04-24.20:45:04,['6'],155,1,3.0
Improve docs for await expression,39085,None,2019-12-18.03:47:41,2020-06-29.15:39:27,"['4', '30']",31554,1,4.0
__function.__defaults__ breaks for __init__ of dataclasses with default factory,39078,None,2019-12-17.17:51:54,2019-12-17.21:08:15,['34'],2799,1,3.0
email.parser.BytesParser - parse and parsebytes work not equivalent,39071,None,2019-12-17.08:32:29,2019-12-22.00:38:15,['29'],None,1,4.0
Uninstalling 3.8.0 fails but it says it succeeds..,39070,None,2019-12-16.23:42:54,2019-12-19.21:50:24,['15'],None,1,6.0
Base 85 encoding initialization race condition,39068,None,2019-12-16.17:55:04,2019-12-16.18:06:37,['9'],None,1,1.0
EOFError in tarfile.open,39067,None,2019-12-16.14:21:45,2019-12-17.09:45:27,"['4', '9']",12260,1,5.0
OSError in TarFile.getmembers(),39065,None,2019-12-16.13:07:11,2019-12-16.13:07:11,['9'],None,1,1.0
ValueError in zipfile.ZipFile,39064,None,2019-12-16.12:58:42,2019-12-16.12:58:42,['9'],None,1,1.0
ValueError in TarFile.getmembers,39062,None,2019-12-16.10:43:36,2019-12-23.16:45:45,['9'],None,1,5.0
Garbage Collection makes some object live for very long,39061,None,2019-12-16.10:01:34,2019-12-16.19:06:33,['8'],None,1,4.0
asyncio.Task.print_stack doesn't print the full stack,39060,None,2019-12-16.09:51:58,2020-05-19.01:04:50,['30'],None,1,5.0
import error when in python -m pdb debug mode,39052,None,2019-12-15.07:19:59,2019-12-21.13:27:10,['15'],None,1,2.0
TestTemporaryDirectory.test_flags fails on FreeBSD/ZFS,39047,4,2019-12-14.17:10:08,2019-12-14.17:14:29,['12'],None,1,1.0
Use the runtime's main thread ID in the threading module.,39042,3,2019-12-13.22:21:22,2020-02-25.12:06:41,['9'],None,1,4.0
Wrong attachement filename when mail mime header was too long,39040,4,2019-12-13.16:59:51,2020-05-29.11:43:51,['29'],None,1,23.0
zlib.error with tarfile.open,39039,None,2019-12-13.16:00:48,2019-12-13.16:38:47,['9'],None,1,3.0
OverflowError in tarfile.open,39038,None,2019-12-13.15:57:25,2019-12-13.16:33:19,['9'],None,1,2.0
Documentation: Coroutines,39034,None,2019-12-13.06:49:03,2019-12-13.12:50:19,"['4', '30']",12260,1,2.0
wait_for and Condition.wait still not playing nicely,39032,None,2019-12-12.22:11:47,2019-12-27.17:20:17,['30'],None,1,1.0
Ctypes unions with bitfield members that do not share memory,39030,None,2019-12-12.11:15:24,2019-12-12.15:41:56,['22'],None,1,1.0
TestMaildir.test_clean fails randomly under parallel tests,39029,None,2019-12-12.08:59:34,2020-01-09.11:21:28,['12'],None,1,10.0
run_coroutine_threadsafe uses wrong TimeoutError,39027,None,2019-12-11.22:04:07,2020-09-28.21:15:00,['4'],12260,1,5.0
pystate.h contains non-relative of initconfig.h include causing macOS Framework include failure,39026,4,2019-12-11.15:34:04,2020-05-19.13:21:12,"['10', '34']",None,1,8.0
multiprocessing is_alive() between children processes,39021,None,2019-12-10.23:22:54,2019-12-10.23:22:54,[],None,1,1.0
ProactorEventLoop raises unhandled ConnectionResetError,39010,4,2019-12-09.20:47:38,2020-09-03.20:54:47,['30'],None,1,22.0
Python launcher on Windows does not detect active venv,38999,None,2019-12-08.18:49:03,2019-12-24.18:57:50,['15'],None,1,11.0
better name for re.error Exception class.,38981,4,2019-12-05.16:56:07,2020-09-18.07:39:36,['11'],None,1,11.0
Compile libpython with -fno-semantic-interposition,38980,6,2019-12-05.16:00:31,2020-10-22.14:04:12,['1'],None,1,20.0
Add support for HTTP Only flag in MozillaCookieJar,38976,4,2019-12-05.05:13:43,2020-03-31.02:59:08,['9'],1741,1,1.0
Add direct anchors to regex syntax documentation,38975,4,2019-12-04.21:12:31,2019-12-09.21:41:44,['4'],12260,1,3.0
using tkinter.filedialog.askopenfilename() freezes python 3.8,38974,None,2019-12-04.19:44:42,2019-12-06.22:43:52,['13'],None,1,12.0
[PDB] NameError in list comprehension in PDB,38970,None,2019-12-04.15:17:03,2019-12-05.08:04:29,['9'],None,1,2.0
"multiprocessing processes seem to ""bleed"" user information (GID/UID/groups)",38963,None,2019-12-04.05:34:03,2019-12-04.05:34:03,"['4', '9']",12260,1,1.0
Flaky detection of compiler vendor,38961,None,2019-12-03.16:40:39,2019-12-06.22:18:24,['1'],None,1,1.0
DTrace FreeBSD build fix,38960,4,2019-12-03.16:38:06,2020-03-11.13:27:50,['32'],None,1,4.0
asyncio REPL swallows KeyboardInterrupt while editing,38958,None,2019-12-03.00:10:02,2019-12-03.00:10:02,['30'],None,1,1.0
argparse.BooleanOptionalAction should not add the default value to the help string by default,38956,4,2019-12-02.23:03:24,2019-12-09.15:53:17,['9'],None,1,3.0
Non indemnpotent behavior of asyncio.get_event_loop and asyncio.run sequence.,38955,None,2019-12-02.18:39:47,2019-12-06.11:04:05,['30'],None,1,4.0
Untokenize and retokenize does not round-trip,38953,None,2019-12-02.11:06:14,2019-12-06.22:12:32,['9'],None,1,1.0
asyncio cannot handle Python3 IPv4Address,38952,4,2019-12-02.01:07:46,2019-12-06.22:09:09,['30'],None,1,4.0
os.path.ismount() returns False for current working drive,38948,None,2019-12-01.10:40:54,2020-03-23.22:11:02,['15'],None,1,6.0
dataclass defaults behave inconsistently for init=True/init=False when default is a descriptor,38947,None,2019-11-30.23:53:26,2020-10-18.23:48:06,['9'],2799,1,3.0
IDLE on macOS 10.15 Catalina does not open double-clicked files if app already launched,38946,None,2019-11-30.19:10:41,2020-07-27.17:38:34,"['6', '10']",5248,1,17.0
Possible assertion failures in csv.Dialect(),38942,4,2019-11-29.20:20:49,2019-11-29.20:23:20,['5'],None,1,1.0
xml.etree.ElementTree.Element inconsistent warning for bool,38941,3,2019-11-29.13:21:05,2019-12-03.00:21:11,"['9', '16']",None,1,9.0
Possible performance improvement for heapq.merge(),38938,4,2019-11-29.02:44:20,2020-05-31.14:08:54,['9'],114,1,23.0
NameError in list comprehension within .pth file,38937,4,2019-11-28.18:44:10,2019-11-29.15:36:37,['8'],None,1,3.0
fatal error during installation 0x80070643 during python installation,38936,None,2019-11-28.17:11:33,2019-11-29.17:23:40,['15'],None,1,2.0
MacOS: 'Install certificates.command' has no effect,38926,None,2019-11-27.02:30:57,2019-11-27.02:30:57,['10'],None,1,1.0
test_asyncio altered the execution environment,38912,4,2019-11-26.00:50:21,2020-10-20.01:44:09,"['12', '30']",None,1,17.0
Troubles with @runtime_checkable protocols,38908,None,2019-11-24.17:39:56,2019-11-27.04:43:12,['9'],None,1,2.0
copy2 doesn't copy metadata on Windows and MacOS,38906,None,2019-11-24.12:13:25,2019-12-06.12:21:25,"['9', '10', '15']",None,1,6.0
venv python reports wrong sys.executable in a subprocess on Windows,38905,None,2019-11-24.08:17:40,2020-10-08.19:34:11,['15'],None,1,23.0
"""signal only works in main thread"" in main thread",38904,None,2019-11-24.06:06:20,2019-12-17.17:14:27,[],None,1,6.0
image/webp support in mimetypes,38902,None,2019-11-23.22:33:02,2019-12-27.07:20:47,['9'],None,1,4.0
performance degradation creating a mock object (by factor 7-8),38895,None,2019-11-22.15:57:32,2019-11-26.04:51:16,[],None,1,7.0
broken container/selinux integration,38893,4,2019-11-22.07:37:24,2020-10-05.14:28:37,['23'],3108,1,8.0
A subprocess.Popen created with creationFlags=DETACHED_PROCESS on Windows should not emit a ResourceWarning,38890,None,2019-11-22.00:04:09,2019-11-25.19:37:21,"['9', '15']",None,1,4.0
Popen should use pidfd_open to implement a non-busy wait,38888,None,2019-11-21.21:43:43,2019-11-21.22:20:50,['9'],None,1,3.0
permissions too restrictive in zipfile.writestr,38886,4,2019-11-21.20:01:41,2019-11-21.20:05:29,['9'],None,1,1.0
__import__ is not thread-safe on Python 3,38884,None,2019-11-21.19:11:54,2020-08-26.20:27:52,[],None,1,13.0
IDLE should not make About be a transient of withdrawn root window,38882,None,2019-11-21.18:41:20,2020-01-07.22:36:02,"['6', '10']",155,1,8.0
asyncio.Queue: putting items out of order when it is full,38874,None,2019-11-21.03:25:54,2019-11-27.03:57:51,['30'],None,1,6.0
find_library for libcrypto and libssl on Catalina returns the unversioned library,38873,None,2019-11-21.02:37:22,2019-11-21.08:56:36,['22'],None,1,2.0
Expose ast.unparse in the ast module,38870,4,2019-11-20.22:34:29,2020-06-28.01:22:33,['9'],26865,1,32.0
Enable Tkinter on Windows ARM,38867,3,2019-11-20.17:41:21,2019-11-20.17:41:21,"['13', '15']",None,1,1.0
[subinterpreters] Can Py_Finalize() be called if the current interpreter is not the main interpreter?,38865,4,2019-11-20.15:42:03,2020-10-20.16:03:29,['35'],None,1,8.0
zipfile: Corrupts filenames containing non-UTF8 characters,38861,None,2019-11-20.02:52:22,2019-11-27.11:45:52,['9'],None,1,6.0
GenericPyCData_new does not invoke new or init,38860,None,2019-11-20.02:34:04,2020-02-19.04:46:34,['22'],None,1,7.0
asyncio ProactorEventLoop: wait_closed() can raise ConnectionResetError,38856,4,2019-11-19.22:06:26,2020-07-16.17:38:35,"['15', '30']",10303,1,9.0
Decorator with paren tokens in arguments breaks inspect.getsource,38854,4,2019-11-19.21:37:42,2020-07-09.22:46:02,['9'],None,1,2.0
test_recursion_limit in test_threading crashes with SIGSEGV on android,38852,4,2019-11-19.20:02:16,2019-12-10.07:43:40,['12'],None,1,4.0
UDPLITE tests fail on android,38851,3,2019-11-19.19:40:49,2019-12-10.07:54:29,['12'],None,1,3.0
test_largefile fails on android,38850,3,2019-11-19.16:06:11,2019-12-10.07:55:10,['12'],None,1,3.0
compileall fails when the platform lacks a functional  sem_open(),38848,4,2019-11-19.15:43:33,2020-01-18.06:56:03,['9'],None,1,3.0
test_shared_memory_SharedMemoryServer_ignores_sigint and others fail on Guix,38845,None,2019-11-19.10:21:15,2019-11-19.10:21:15,['12'],None,1,1.0
Document argparse behaviour when custom namespace object already has the field set,38843,None,2019-11-19.02:23:43,2019-11-20.19:15:42,['4'],114,1,5.0
test_multiprocessing_spawn altered the execution environment in AMD64 FreeBSD Non-Debug 3.x,38842,None,2019-11-18.23:39:53,2019-11-19.07:53:37,['12'],None,1,7.0
incorrect __all__ list in multiprocessing.managers module,38840,4,2019-11-18.22:18:22,2020-01-17.06:45:25,['9'],None,1,2.0
Links are duplicated in documentation search result,38836,None,2019-11-18.16:55:04,2019-11-18.16:58:09,['4'],12260,1,1.0
Issue with multiprocessing.Pool & multiprocessing.Queue,38833,None,2019-11-17.17:42:34,2019-11-17.17:42:34,['9'],None,1,1.0
setup.py can report builtin modules as missing modules,38832,3,2019-11-17.17:28:33,2019-11-17.17:28:33,['1'],None,1,1.0
Make the function flush_io accessible in the C-API,38829,None,2019-11-17.11:52:05,2019-12-09.16:12:37,['34'],None,1,2.0
http.cookiejar handle cookie.version to be None,38828,2,2019-11-17.10:34:51,2019-11-19.10:48:27,['9'],None,1,7.0
shutil.disk_usage - Lacking documentation,38825,None,2019-11-16.22:19:58,2019-11-17.10:04:58,['4'],12260,1,3.0
Improve stdlib module initialization error handling.,38823,4,2019-11-16.18:54:25,2020-02-08.04:02:21,['9'],29410,1,27.0
Inconsistent os.stat behavior for directory with Access Denied,38822,None,2019-11-16.18:14:54,2019-11-18.21:53:30,['15'],None,1,3.0
Make Python compatible with OpenSSL 3.0.0,38820,None,2019-11-16.15:06:59,2020-10-17.11:11:01,['33'],3108,1,7.0
test_ssl: test_min_max_version() fails on FreeBSD and Fedora,38815,5,2019-11-15.16:54:20,2020-09-26.20:00:21,"['12', '33']",3108,1,25.0
Comparing datetime.time objects incorrect for TZ aware and unaware,38812,None,2019-11-15.13:30:11,2019-11-18.16:44:25,['9'],None,1,5.0
"""pdb.Pdb(skip=…).set_trace()"" should always stop on calling frame",38806,4,2019-11-15.00:26:53,2019-11-15.00:29:14,['9'],None,1,1.0
locale.getlocale() returns a non RFC1766 language code,38805,None,2019-11-14.23:45:29,2020-07-18.12:11:43,['9'],None,1,2.0
Clearer wording of os.WNOHANG documentation to avoid misinterpretation,38802,None,2019-11-14.21:52:21,2019-11-14.22:08:37,['4'],12260,1,2.0
race condition in multiprocessing.Pool with maxtasksperchild=1,38799,None,2019-11-14.14:24:23,2020-01-18.21:36:58,['9'],None,1,2.0
Setup: support linking openssl statically,38794,4,2019-11-14.12:30:13,2019-11-15.17:10:57,['33'],3108,1,8.0
pathlib.Path.resolve(strict=False) strips final path components,38793,None,2019-11-14.10:16:42,2019-11-14.17:08:39,['15'],None,1,3.0
Inconsistent documentation of tell/seek on textiobase/textiowrapper,38788,None,2019-11-13.14:36:28,2019-11-15.20:28:43,['9'],None,1,1.0
Convert importlib.abc to use typing.Protocol,38782,4,2019-11-12.22:47:40,2020-06-30.21:01:07,['9'],None,1,1.0
SysLogHandler crash atexit,38780,None,2019-11-12.17:26:08,2020-02-28.22:26:21,"['9', '10']",None,1,12.0
Pickle handle self references in classes,38770,None,2019-11-11.21:10:17,2020-04-21.23:57:29,['9'],15623,1,3.0
Support lldb enhancement in MacOS,38768,None,2019-11-11.17:25:55,2019-11-11.17:25:55,['10'],None,1,1.0
`ast.AST._attributes` is used by `ast.dump()` but not documented,38765,None,2019-11-11.14:31:03,2019-11-21.22:23:42,[],None,1,7.0
Document for urllib.error.HTTPError.headers Should Specify What Version,38760,None,2019-11-09.23:18:29,2019-11-10.04:57:40,['4'],12260,1,2.0
"Long unicode string causes SyntaxError: Non-UTF-8 code starting with '\xe2' in file ..., but no encoding declared; see http://python.org/dev/peps/pep-0263/ for details",38755,2,2019-11-09.12:26:48,2019-11-15.20:16:55,['8'],None,1,3.0
Solve IPv4 categorisation issues with the ipaddress module,38750,None,2019-11-08.21:06:11,2020-01-01.08:39:08,['9'],None,1,3.0
32 bit ctypes stdcall callback fails to restore stack pointer,38748,2,2019-11-08.16:57:34,2019-11-22.23:49:58,"['15', '22']",None,1,2.0
HTML5 named character references not consistent,38746,3,2019-11-08.16:09:16,2019-11-09.02:17:40,"['4', '9']",12260,1,2.0
configure: on macOS (darwin) add CoreFoundation to flags before checking for gettext,38743,4,2019-11-08.11:34:00,2019-11-08.17:13:39,"['1', '10']",None,1,1.0
Definition of multiple ']' in header configparser,38741,4,2019-11-08.06:07:52,2020-05-23.18:33:45,[],None,1,2.0
"PYTHONPYCACHEPREFIX fails when importing a module from the root (""/"")",38735,None,2019-11-07.12:06:03,2019-11-07.12:11:41,[],None,1,2.0
mock.create_autospec generates incorrect signature for some decorated methods,38729,None,2019-11-06.22:59:48,2019-11-08.17:57:09,['9'],None,1,3.0
Update PC/pyconfig.h to support disabling auto linking,38728,4,2019-11-06.22:41:31,2020-05-12.23:29:17,['15'],None,1,6.0
setup.py sdist --format=gztar should use (equivalent of) `gzip -n`,38727,None,2019-11-06.20:14:38,2019-11-06.20:14:38,['3'],None,1,1.0
Add equivalent of `gzip -n` (omit timestamp and original file name) to tarfile module's auto-compression support,38726,None,2019-11-06.20:12:04,2019-11-06.20:12:04,[],None,1,1.0
Documented equivalent of `gzip -n` (omit timestamp and original file name) in gzip module,38725,None,2019-11-06.20:06:31,2019-11-06.20:06:31,['9'],None,1,1.0
modulefinder should use import hooks properly,38721,4,2019-11-06.16:05:22,2019-11-22.23:37:04,['9'],None,1,8.0
Surprising and possibly incorrect passing of InitVar to __post_init__ method of data classes,38719,None,2019-11-06.12:50:00,2019-11-06.13:36:38,['9'],2799,1,4.0
query of global metadata options delivers error messages even when successful,38718,None,2019-11-06.12:07:59,2019-11-06.12:11:27,['3'],None,1,1.0
Regression in compileall ddir parameter when recursing,38715,4,2019-11-06.07:12:13,2020-05-03.17:15:40,['9'],None,1,3.0
setup command alias erroneous for names with hyphens,38714,None,2019-11-06.05:33:35,2019-11-06.05:38:13,['3'],None,1,2.0
setup parameter 'distclass' ignored for configuration files,38711,None,2019-11-06.05:02:37,2019-11-06.05:38:31,['3'],None,1,2.0
unsynchronized write pointer in io.TextIOWrapper in 'r+' mode,38710,None,2019-11-06.04:04:15,2019-11-17.23:20:53,"['9', '23']",None,1,2.0
distutils - setuptools - alias command removes comments from setup.cfg,38709,None,2019-11-06.03:49:12,2019-11-06.05:38:43,['3'],None,1,2.0
What should the error message in the exception raised by assertTrue and assertFalse be?,38706,4,2019-11-05.21:16:18,2019-12-06.11:51:47,['9'],None,1,17.0
